Num.,Nome completo,E-mail,Telefone,Área,Idioma de interesse,Leva,Modelo de aula,Resultado nivelamento,Data Nivelamento,Nivel Recente,Data que o Lingopass deu acesso,Data de Primeiro acesso,A0,A0 AoV,"Tempo de conclusão em dias 
Início Fim",A1,A1 AoV,"Tempo de conclusão em dias 
Início Fim.1",A2,A2 AoV,"Tempo de conclusão em dias 
Início Fim.2",B1,B1 AoV,"Tempo de conclusão em dias 
Início Fim.3",B2,B2 AoV,"Tempo de conclusão em dias 
Início Fim.4",C1,C1 AoV,"Tempo de conclusão em dias 
Início Fim.5",C2,C2 AoV,total progresso,"Tempo de conclusão em dias 
Início Fim.6",Progresso (nível do nivelamento),Progresso (qualquer nível),Média A0,Média A1,Média A2,Média B1,Média B2,Média C1,Média C2,Média total,Primeiro Acesso,Primeiro acesso curso que foi nivelado,Último Acesso,Tempo Total Plataforma,Tempo Total AoV,Tempo Total,tempo plataforma minutos,tempo AOV minutos,tempo total,% plataforma ,Turmas Fixas,Horário,Turno,Tutor,Nativo?,Quantidade Mensagens,Observação,Nome Gestor,Gestor,Empresa,Cancelou,Data de cancelamento,Data que deve perder acesso ,Justificativa,Sobre o curso: Quão satisfeito você ficou com seu curso em geral?,"Recomendação, comentário ou sugestão: Você recomendaria nosso curso? (1 sendo nunca e 10 com certeza)","Recomendação, comentário ou sugestão: Tem alguma sugestão ou comentário que queira nos enviar?"
178.0,John Johnson,lromero@example.net,,TEC,INGLÊS,2,TURMA FLEXÍVEL,A1,12/12/2022,A1,01/12/2022,12/12/2022,"0,00%",0.00%,,"34,00%",50.04%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,34%,,,,-,"87,60%",-,-,-,-,-,"87,60%",12/12/2022,,25/04/2023,09h 56m,08h 28m,18h 24m,596.0,508.0,1.104,54%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,michaeltorres@example.net,EMBRAER,,,,,,,
21.0,Karen Drake,daniel93@example.com,,TEC,ESPANHOL,1,TURMA FLEXÍVEL,A1,15/03/2023,A1,01/09/2022,15/03/2023,"35,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,35%,,"0,00%","27,00%",-,-,-,-,-,-,-,,15/03/2023,,25/04/2023,03h 05m,00h 00m,03h 05m,185.0,0.0,185.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,8.0,"Aluno do ES da leva 1/Turma FIXA, sem nível por isso sem turma",,bsoto@example.com,EMBRAER,,,,,,,
248.0,Emily Mckinney,meganstone@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"34,00%",140.14%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,34%,,,,-,-,-,"100,00%",-,-,-,"100,00%",12/12/2022,,19/04/2023,07h 08m,22h 25m,29h 33m,428.0,1.345,1.773,24%,EN | EMB2 | ADM | INT20,Segundas e quartas às 19h,Noite,Awynner,Brasileiro,5.0,,,jgarcia@example.net,EMBRAER,,,,,,,
347.0,Ashley Stewart,peggygomez@example.com,,ADM,INGLÊS,3,TURMA FIXA,A2,10/02/2023,A2,01/02/2023,10/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",30.96%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,10/02/2023,,20/04/2023,00h 18m,04h 57m,05h 15m,18.0,297.0,315.0,6%,EN | EMB3 | ADM | BAS23,Terças e quintas às 8:30h,Manhã,Marcela,Brasileiro,,,,mmitchell@example.org,EMBRAER,,,,,,,
267.0,Patricia Thompson,adamsbarbara@example.com,,ADM,INGLÊS,2,TURMA FIXA,B2,12/12/2022,B2,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"24,00%",0.00%,,"7,00%",171.94%,,"0,00%",0.00%,,"0,00%",0.00%,31%,,,,-,-,-,"90,00%",-,-,-,"90,00%",12/12/2022,,25/04/2023,06h 00m,28h 27m,34h 28m,360.0,1.707,2.067,17%,EN | EMB2 | ADM | INT18,Terças e quintas às 14h,Tarde,Victor,Nativo,1.0,,,cookmeagan@example.org,EMBRAER,,,,,,,
371.0,Jonathon Ortega,georgejohnson@example.org,,ADM,INGLÊS,3,TURMA FIXA,A2,13/02/2023,A2,01/02/2023,13/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"3,00%",34.45%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/02/2023,,14/04/2023,00h 45m,05h 30m,06h 15m,45.0,330.0,375.0,12%,EN | EMB3 | ADM | BAS20,Quarta e Sexta às 18h,Noite,Paulo,Brasileiro,,,,uphillips@example.net,EMBRAER,,,,,,,
22.0,Stacy Lyons,karenford@example.com,,ADM,INGLÊS,1,TURMA FIXA,A2,30/09/2022,A2,01/09/2022,30/09/2022,"6,00%",0.00%,,"10,00%",0.00%,,"19,00%",2.88%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,35%,,"19,00%","19,00%",-,-,-,-,-,-,-,,30/09/2022,,28/11/2022,09h 51m,00h 27m,10h 19m,591.0,27.0,618.0,96%,EN | EMB | ADM | BAS04,Terças e quintas às 08h,Manhã,Larissa,Brasileiro,2.0,,,marcuslindsey@example.net,EMBRAER,,,,,,,
148.0,Renee Brown,johnhansen@example.org,,TEC,INGLÊS,1,TURMA FIXA,B2,26/09/2022,B2,01/09/2022,26/09/2022,"1,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"33,00%",107.90%,,"0,00%",0.00%,,"0,00%",0.00%,34%,,"33,00%","33,00%",-,-,-,-,"97,50%",-,-,"97,50%",26/09/2022,,25/04/2023,01h 51m,32h 09m,34h 01m,111.0,1.929,2.04,5%,EN | EMB | TEC | INT11,Terças e quintas às 11h,Manhã,Paola,Brasileiro,2.0,,,smithtaylor@example.net,EMBRAER,,,,,,,
204.0,Marcus Villanueva,danielrobertson@example.net,,TEC,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"30,00%",151.33%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,30%,,,,-,-,-,"95,00%",-,-,-,"95,00%",13/12/2022,,25/04/2023,13h 20m,25h 01m,38h 21m,800.0,1.501,2.301,35%,EN | EMB2 | TEC | INT27,Terças e quintas às 18h,Noite,Larissa,Brasileiro,1.0,,,william93@example.net,EMBRAER,,,,,,,
159.0,Levi Schultz,rodriguezrobert@example.net,,ADM,INGLÊS,2,TURMA FIXA,B2,15/12/2022,B2,01/12/2022,15/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"30,00%",0.00%,,"0,00%",223.41%,,"0,00%",0.00%,,"0,00%",0.00%,30%,,"0,00%","28,00%",-,-,-,"81,65%",-,-,-,"81,65%",15/12/2022,,26/04/2023,12h 14m,36h 41m,48h 55m,734.0,2.201,2.935,25%,EN | EMB2 | ADM | INT33,Segundas e quartas às 12h,Tarde,Victor,Nativo,2.0,Aluna deseja turmas com professor nativo,,smithbarbara@example.org,EMBRAER,,,,,,,
80.0,Lisa Thompson,michael48@example.org,,TI,INGLÊS,1,TURMA FLEXÍVEL,A2,27/09/2022,A2,01/09/2022,27/09/2022,"9,00%",0.00%,,"0,00%",0.00%,,"25,00%",2.88%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,34%,,"25,00%","25,00%",-,-,-,-,-,-,-,,27/09/2022,,25/04/2023,13h 46m,00h 27m,14h 14m,826.0,27.0,853.0,97%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,melissa51@example.net,EMBRAER,,,,,,,
163.0,Elizabeth Cook,dcook@example.com,,TI,INGLÊS,2,TURMA FLEXÍVEL,B1,14/12/2022,B1,01/12/2022,14/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"29,00%",97.98%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,29%,,,,-,-,-,"100,00%",-,-,-,"100,00%",14/12/2022,,25/04/2023,08h 32m,15h 40m,24h 13m,512.0,940.0,1.452,35%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,qburnett@example.net,EMBRAER,,,,,,,
304.0,Curtis Fuentes,colin57@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"29,00%",103.69%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,29%,,,,-,-,-,"100,00%",-,-,-,"100,00%",13/12/2022,,25/04/2023,08h 19m,17h 22m,25h 42m,499.0,1.042,1.541,32%,EN | EMB2 | ADM | INT23,Terças e quintas às 9h,Manhã,Dani,Brasileiro,1.0,,,johnconway@example.com,EMBRAER,,,,,,,
165.0,Barbara Lambert,cassandra65@example.org,,TEC,INGLÊS,2,TURMA FIXA,A2,16/12/2022,A2,01/12/2022,16/12/2022,"1,00%",0.00%,,"11,00%",0.00%,,"16,00%",45.19%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,28%,,,,-,-,-,-,-,-,-,,16/12/2022,,25/04/2023,07h 28m,24h 51m,32h 20m,448.0,1.491,1.939,23%,EN | EMB2 | TEC | BAS11,Terças e quintas às 19h,Noite,Vanderlei,Brasileiro,2.0,,,rsmith@example.net,EMBRAER,,,,,,,
30.0,Bobby Gonzales,ashley60@example.net,,ADM,INGLÊS,1,TURMA FIXA,A2,27/09/2022,A2,01/09/2022,27/09/2022,"18,00%",0.00%,,"11,00%",0.00%,,"4,00%",216.38%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,33%,,"4,00%","18,00%",-,-,-,-,-,-,-,,27/09/2022,,24/04/2023,04h 41m,36h 31m,41h 13m,281.0,2.191,2.472,11%,EN | EMB | ADM | BAS05,Segundas e quartas às 08h,Manhã,Vanessa,Brasileiro,2.0,,,davidfrazier@example.com,EMBRAER,,,,,,,
81.0,James Smith,baxterfrancisco@example.net,,TEC,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"31,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",35.46%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,31%,,"0,00%","31,00%",-,-,-,-,-,-,-,,26/09/2022,,27/03/2023,04h 07m,05h 40m,09h 48m,247.0,340.0,587.0,42%,EN | EMB2 | TEC | INT28,Segundas e quartas às 19h,Noite,Larissa,Brasileiro,2.0,,,cassidygonzalez@example.net,EMBRAER,,,,,,,
113.0,Reginald Mcguire,wilsonjade@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,04/10/2022,B1,01/09/2022,04/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"30,00%",138.33%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,30%,,"30,00%","30,00%",-,-,-,"100,00%",-,-,-,"100,00%",04/10/2022,,24/04/2023,11h 04m,22h 08m,33h 12m,664.0,1.328,1.992,33%,EN | EMB | ADM | INT14,Segundas e quartas às 19h,Noite,Fábio,Brasileiro,2.0,,,kimberly26@example.com,EMBRAER,,,,,,,
192.0,Ann Sanders MD,douglasdelacruz@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"27,00%",0.00%,,"0,00%",0.00%,,"0,00%",54.86%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,27%,,,,-,-,-,-,-,-,-,,13/12/2022,,25/04/2023,08h 17m,08h 46m,17h 04m,497.0,526.0,1.023,49%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,daniel92@example.org,EMBRAER,,,,,,,
18.0,Joseph Todd,cristian55@example.com,,ADM,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"9,00%",0.00%,,"0,00%",0.00%,,"7,00%",0.00%,,"12,00%",76.97%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,28%,,"12,00%","12,00%",-,-,-,-,-,-,-,,26/09/2022,,24/04/2023,06h 32m,12h 18m,18h 50m,392.0,738.0,1.13,35%,EN | EMB3 | ADM | INT38,Segundas e quartas às 16h,Tarde,Ricardo,Brasileiro,11.0,,,kristen18@example.org,EMBRAER,,,,,,,
348.0,Melissa Wood,mendozafelicia@example.org,,ADM,INGLÊS,3,TURMA FIXA,A2,16/02/2023,A2,01/02/2023,16/02/2023,"19,00%",0.00%,,"0,00%",0.00%,,"0,00%",41.36%,,"0,00%",0.00%,,"0,00%",5.19%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,16/02/2023,,25/04/2023,02h 18m,08h 24m,10h 43m,138.0,504.0,642.0,21%,EN | EMB3 | ADM | BAS23,Terças e quintas às 8:30h,Manhã,Marcela,Brasileiro,,Aluno nivelado no B1 migrou para turma do básico por estar com dificuldade,,jeffrey91@example.net,EMBRAER,,,,,,,
302.0,Mitchell Pope,amybarrera@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,21/12/2022,B1,01/12/2022,21/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"27,00%",129.08%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,27%,,,,-,-,-,"100,00%",-,-,-,"100,00%",21/12/2022,,20/04/2023,08h 44m,20h 39m,29h 23m,524.0,1.239,1.763,30%,EN | EMB2 | ADM | INT23,Terças e quintas às 9h,Manhã,Dani,Brasileiro,1.0,,,danielpowell@example.com,EMBRAER,,,,,,,
37.0,Michael Jackson,donaldgreen@example.net,,TI,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"1,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"26,00%",185.91%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,27%,,"26,00%","26,00%",-,-,-,"100,00%",-,-,-,"100,00%",26/09/2022,,20/04/2023,14h 39m,29h 44m,44h 24m,879.0,1.784,2.663,33%,EN | EMB | TI | INT05,Terças e quintas às 16h,Tarde,Victor,Nativo,2.0,,,chelsea62@example.net,EMBRAER,,,,,,,
94.0,Andrew Wright,melissaking@example.org,,ADM,ESPANHOL,1,TURMA FLEXÍVEL,A2,28/09/2022,A2,01/09/2022,28/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",45.35%,,"25,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,25%,,"0,00%","25,00%",-,-,-,"95,00%",-,-,-,"95,00%",28/09/2022,,23/04/2023,08h 48m,07h 15m,16h 03m,528.0,435.0,963.0,55%,Turma flexível,FLEX,FLEX,FLEX,FLEX,10.0,Aluno da turma 1 que não havia feito teste de nivelamento,,websternicholas@example.org,EMBRAER,,,,,,,
208.0,Sarah Alvarado,ashley20@example.com,,ADM,INGLÊS,2,TURMA FIXA,A2,12/12/2022,A2,01/12/2022,12/12/2022,"19,00%",0.00%,,"0,00%",0.00%,,"7,00%",161.27%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,26%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,05h 15m,26h 38m,31h 54m,315.0,1.598,1.913,16%,EN | EMB2 | ADM | BAS07,Terças e quintas às 17h,Tarde,Marcela,Brasileiro,1.0,,,travis58@example.net,EMBRAER,,,,,,,
387.0,Jessica Smith,donna40@example.org,,TEC,INGLÊS,3,TURMA FIXA,A2,15/02/2023,A2,01/02/2023,15/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"1,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/02/2023,,17/02/2023,00h 15m,00h 00m,00h 15m,15.0,0.0,15.0,100%,EN | EMB3 | TEC | BAS17,Segundas e quartas às 20h,Noite,Daniela,Brasileiro,,,,jamesjohnson@example.net,EMBRAER,,,,,,,
358.0,Angela Stevens,bmcclain@example.com,,ADM,INGLÊS,3,TURMA FLEXÍVEL,A2,12/02/2023,A2,01/02/2023,12/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"40,00%",9.19%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,"100,00%",-,-,-,-,"100,00%",12/02/2023,,26/04/2023,13h 20m,01h 28m,14h 48m,800.0,88.0,888.0,90%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,areed@example.net,EMBRAER,,,,,,,
77.0,Heather Thomas,paigebryant@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,29/09/2022,B1,01/09/2022,29/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"24,00%",219.83%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,24%,,"24,00%","24,00%",-,-,-,-,-,-,-,,29/09/2022,,17/04/2023,12h 27m,35h 10m,47h 37m,747.0,2.11,2.857,26%,EN | EMB | ADM | INT14,Segundas e quartas às 19h,Noite,Fábio,Brasileiro,2.0,,,gregoryrodriguez@example.org,EMBRAER,,,,,,,
52.0,Patricia Jones,jerryvincent@example.net,,TI,INGLÊS,1,TURMA FIXA,B2,26/09/2022,B2,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"5,00%",0.00%,,"18,00%",127.34%,,"0,00%",0.00%,,"0,00%",0.00%,23%,,"18,00%","18,00%",-,-,-,-,-,-,-,,26/09/2022,,24/04/2023,06h 48m,21h 21m,28h 09m,408.0,1.281,1.689,24%,EN | EMB | TI | INT02,Segundas e quartas às 08h,Manhã,Fábio,Brasileiro,2.0,,,garrettjoseph@example.net,EMBRAER,,,,,,,
291.0,Thomas Oliver,patricia47@example.net,,TI,INGLÊS,2,TURMA FLEXÍVEL,B1,12/01/2023,B1,01/12/2022,12/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"24,00%",111.28%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,24%,,,,-,-,-,-,-,-,-,,12/01/2023,,19/04/2023,04h 37m,17h 48m,22h 26m,277.0,1.068,1.345,21%,Turma flexível,FLEX,FLEX,FLEX,FLEX,3.0,,,leah37@example.com,EMBRAER,,,,,,,
203.0,Debra Young,mitchell58@example.org,,ADM,FRANCÊS,2,TURMA FIXA,B1,18/12/2022,B1,01/12/2022,18/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"23,00%",116.73%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,23%,,,,-,-,-,-,-,-,-,,18/12/2022,,24/04/2023,14h 30m,18h 40m,33h 10m,870.0,1.12,1.99,44%,FR | EMB2 | INT01,Segundas às 08h e quartas as 09h,Manhã,Monica,Brasileiro,1.0,,,kfarmer@example.org,EMBRAER,,,,,,,
296.0,Justin Estrada,lewisantonio@example.com,,TEC,INGLÊS,2,TURMA FIXA,A2,12/12/2022,A2,01/12/2022,12/12/2022,"11,00%",0.00%,,"0,00%",0.00%,,"12,00%",109.51%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,23%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,11h 53m,19h 04m,30h 58m,713.0,1.144,1.857,38%,EN | EMB2 | TEC | BAS11,Terças e quintas às 19h,Noite,Vanderlei,Brasileiro,3.0,,,wendy49@example.net,EMBRAER,,,,,,,
258.0,Jessica Watson,lorithompson@example.net,,TI,INGLÊS,2,TURMA FIXA,A2,14/12/2022,A2,01/12/2022,14/12/2022,"13,00%",0.00%,,"0,00%",0.00%,,"9,00%",155.87%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,,,-,-,-,-,-,-,-,,14/12/2022,,25/04/2023,03h 42m,25h 51m,29h 33m,222.0,1.551,1.773,13%,EN | EMB2 | TI | BAS12,Terças e quintas às 18h,Noite,Bruno,Brasileiro,1.0,,,obutler@example.org,EMBRAER,,,,,,,
254.0,Brandi Lee,cherylreed@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,12/12/2022,B1,01/12/2022,12/12/2022,"9,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"13,00%",144.46%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,04h 29m,23h 06m,27h 36m,269.0,1.386,1.655,16%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,edwardbecker@example.org,EMBRAER,,,,,,,
306.0,Christine Stark,williamlee@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",142.88%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,,,-,-,-,-,-,-,-,,13/12/2022,,24/04/2023,08h 24m,22h 51m,31h 16m,504.0,1.371,1.875,27%,EN | EMB2 | ADM | INT22,Segundas e quartas às 20:30,Noite,Paulo,Brasileiro,1.0,,,znavarro@example.com,EMBRAER,,,,,,,
152.0,Jose Gomez,gonzalezbrian@example.com,,TI,INGLÊS,1,TURMA FIXA,B1,29/09/2022,B1,01/09/2022,29/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",174.78%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,"22,00%","22,00%",-,-,-,-,-,-,-,,29/09/2022,,20/04/2023,08h 31m,30h 49m,39h 21m,511.0,1.849,2.36,22%,EN | EMB | TI | INT03,Terças e quintas às 08h,Manhã,Ricardo,Brasileiro,2.0,,,christine76@example.com,EMBRAER,,,,,,,
153.0,Mary Luna,marysmith@example.net,,ADM,INGLÊS,1,TURMA FLEXÍVEL,B1,13/10/2022,B1,01/09/2022,13/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",3.02%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,"22,00%","22,00%",-,-,-,-,-,-,-,,13/10/2022,,23/12/2022,03h 26m,00h 55m,04h 21m,206.0,55.0,261.0,79%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,agonzalez@example.net,EMBRAER,,,,,,,
151.0,Timothy Smith,carlyowens@example.org,,ADM,INGLÊS,1,TURMA FIXA,A2,26/09/2022,A2,01/09/2022,26/09/2022,"8,00%",0.00%,,"0,00%",0.00%,,"12,00%",134.41%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,20%,,"12,00%","12,00%",-,-,-,-,-,-,-,,26/09/2022,,24/04/2023,02h 23m,34h 28m,36h 52m,143.0,2.068,2.211,6%,EN | EMB | ADM | BAS05,Segundas e quartas às 08h,Manhã,Vanessa,Brasileiro,2.0,,,jason77@example.org,EMBRAER,,,,,,,
315.0,Theresa Baldwin,patrick27@example.com,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",72.69%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,22%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,15h 05m,11h 59m,27h 05m,905.0,719.0,1.624,56%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,ohenson@example.org,EMBRAER,,,,,,,
264.0,Antonio Johnson,nicholasgutierrez@example.com,,TEC,INGLÊS,2,TURMA FIXA,B1,03/01/2023,B1,01/12/2022,03/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"21,00%",159.52%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,21%,,,,-,-,-,-,-,-,-,,03/01/2023,,25/04/2023,09h 41m,26h 09m,35h 50m,581.0,1.569,2.15,27%,EN | EMB2 | TEC | INT27,Terças e quintas às 18h,Noite,Larissa,Brasileiro,1.0,,,moorerichard@example.net,EMBRAER,,,,,,,
269.0,Taylor Jones,allenelizabeth@example.com,,ADM,INGLÊS,2,TURMA FIXA,B2,13/12/2022,B2,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"1,00%",0.00%,,"17,00%",162.22%,,"0,00%",0.00%,,"0,00%",0.00%,18%,,,,-,-,-,-,-,-,-,,13/12/2022,,20/04/2023,06h 49m,25h 57m,32h 46m,409.0,1.557,1.966,21%,EN | EMB2 | ADM | INT18,Terças e quintas às 14h,Tarde,Victor,Nativo,1.0,,,patrick42@example.net,EMBRAER,,,,,,,
147.0,Craig Thompson,julie15@example.net,,TEC,INGLÊS,1,TURMA FLEXÍVEL,B1,29/09/2022,B1,01/09/2022,29/09/2022,"9,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"11,00%",3.07%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,20%,,"11,00%","11,00%",-,-,-,-,-,-,-,,29/09/2022,,06/04/2023,06h 26m,00h 29m,06h 55m,386.0,29.0,415.0,93%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,jproctor@example.org,EMBRAER,,,,,,,
99.0,Deborah Henry,gomeztony@example.com,,ADM,INGLÊS,1,TURMA FLEXÍVEL,B2,30/09/2022,B2,01/09/2022,30/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"8,00%",0.00%,,"12,00%",60.97%,,"0,00%",0.00%,,"0,00%",0.00%,20%,,"12,00%","12,00%",-,-,-,-,-,-,-,,30/09/2022,,15/04/2023,03h 17m,09h 45m,13h 02m,197.0,585.0,782.0,25%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,teresa61@example.net,EMBRAER,,,,,,,
353.0,Dominic Hendrix MD,jessica33@example.com,,ADM,INGLÊS,3,TURMA FIXA,A2,09/02/2023,A2,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",69.13%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,25/04/2023,00h 12m,12h 26m,12h 39m,12.0,746.0,758.0,2%,EN | EMB3 | ADM | BAS19,Terças e quintas  às 8h,Manhã,Amanda,Brasileiro,,,,ashleycox@example.org,EMBRAER,,,,,,,
