Unnamed: 0,Num.,Nome completo,Área,Idioma de interesse,Modelo de aula,Resultado nivelamento,Leva,Primeiro Acesso,Último Acesso,A0,A0 AoV,A1,A1 AoV,A2,A2 AoV,B1,B1 AoV,B2,B2 AoV,C1,C1 AoV,C2,C2 AoV,tempo plataforma minutos,tempo AOV minutos,tempo total,total progresso,E-mail
445,214.0,Mary Cooper,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,jacksonjoseph@example.com
446,215.0,Nancy Bradford,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,10/01/2023,14/03/2023,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,226.0,0.0,226.0,,pruiz@example.net
447,363.0,Victoria Estrada,ADM,INGLÊS,TURMA FIXA,B1,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",52.56%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,33.0,563.0,596.0,,dawsonjennifer@example.net
448,218.0,Kevin Krueger,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,22/12/2022,30/01/2023,"9,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,26.0,0.0,26.0,,bjackson@example.org
449,220.0,Christopher Marquez,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,2,13/12/2022,11/04/2023,"0,00%",0.00%,"23,00%",40.33%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,254.0,387.0,641.0,,cramos@example.com
450,221.0,Thomas Hutchinson,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,12/12/2022,31/01/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",9.11%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,87.0,87.0,,francodavid@example.com
451,222.0,Karen Johnson,TEC,INGLÊS,TURMA FLEXÍVEL,C1,2,19/12/2022,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",68.41%,"0,00%",0.00%,27.0,656.0,683.0,,brandyholmes@example.org
452,,Jacqueline Sullivan,ADM,INGLÊS,TURMA FIXA,A1,4,17/04/2023,,,,,,,,,,,,,,,,,,,,irwinryan@example.org
453,225.0,Adrian Miller,TEC,INGLÊS,TURMA FLEXÍVEL,B2,2,03/01/2023,13/02/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",9.05%,"0,00%",0.00%,"0,00%",0.00%,0.0,86.0,86.0,,efisher@example.org
454,,Cody Williams,ADM,INGLÊS,TURMA FLEXÍVEL,B1,3,09/02/2023,10/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",17.99%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,94.0,172.0,266.0,,wendy13@example.org
455,230.0,Sandra Perkins,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,2,20/12/2022,05/01/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,denise81@example.org
456,410.0,Craig Jones,TEC,INGLÊS,TURMA FLEXÍVEL,C1,3,16/02/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",45.08%,"0,00%",0.00%,94.0,432.0,526.0,,nicholasleach@example.net
457,231.0,Gregory Obrien,ADM,INGLÊS,TURMA FIXA,A2,2,13/12/2022,25/04/2023,"8,00%",0.00%,"0,00%",0.00%,"0,00%",92.42%,"0,00%",79.39%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,53.0,887.0,940.0,,brandidavis@example.com
458,354.0,Luis Brown,ADM,INGLÊS,TURMA FIXA,A2,3,15/02/2023,12/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",20.66%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,198.0,198.0,,garciavictoria@example.com
459,236.0,Breanna Chavez,ADM,INGLÊS,TURMA FIXA,A2,2,10/01/2023,25/04/2023,"21,00%",0.00%,"8,00%",0.00%,"0,00%",67.13%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,128.0,695.0,823.0,,lpeterson@example.org
460,401.0,Dennis Hall,ADM,INGLÊS,TURMA FIXA,A2,3,09/02/2023,19/04/2023,"4,00%",0.00%,"0,00%",0.00%,"0,00%",50.47%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,70.0,484.0,554.0,,weberrobert@example.org
461,,Courtney Gentry DVM,-,INGLÊS,TURMA FLEXÍVEL,B1,2,12/12/2022,05/04/2023,"0,00%",0.00%,"4,00%",0.00%,"0,00%",0.00%,"21,00%",42.19%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,272.0,405.0,677.0,,dillon36@example.org
462,240.0,Maria Burke,ADM,FRANCÊS,TURMA FIXA,A1,2,21/12/2022,31/03/2023,"2,00%",0.00%,"4,00%",78.75%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,66.0,756.0,822.0,,barronsteven@example.net
463,241.0,Katherine Morgan,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,12/01/2023,24/04/2023,"100,00%",6.53%,"18,00%",0.00%,"0,00%",6.53%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,800.0,62.0,862.0,,jpetersen@example.net
464,356.0,Robert Stone,TEC,INGLÊS,TURMA FLEXÍVEL,B1,3,15/02/2023,13/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",6.20%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,68.0,59.0,127.0,,randywright@example.org
465,375.0,David Thompson,ADM,INGLÊS,TURMA FIXA,A2,3,09/02/2023,19/04/2023,"14,00%",0.00%,"8,00%",0.00%,"2,00%",54.25%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,149.0,520.0,669.0,,frogers@example.org
466,392.0,Nicole Kerr,ADM,INGLÊS,TURMA FIXA,A2,3,09/02/2023,25/04/2023,"60,00%",0.00%,"0,00%",0.00%,"0,00%",50.52%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,163.0,536.0,699.0,,ualexander@example.net
467,252.0,Johnny Hunt,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,08/02/2023,21/03/2023,"0,00%",0.00%,"0,00%",0.00%,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,78.0,0.0,78.0,,tiffanyfleming@example.com
468,397.0,Julian Coffey,TEC,INGLÊS,TURMA FLEXÍVEL,B2,3,13/02/2023,10/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"17,00%",6.49%,"0,00%",0.00%,"0,00%",0.00%,256.0,62.0,318.0,,theresagill@example.com
469,257.0,Sharon Harris,ADM,INGLÊS,TURMA FLEXÍVEL,A1,2,13/12/2022,21/03/2023,"65,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,430.0,0.0,430.0,,jerry06@example.org
470,260.0,Kendra Howell,TI,INGLÊS,TURMA FIXA,B1,2,12/12/2022,13/03/2023,"26,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",5.81%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,141.0,55.0,196.0,,zli@example.com
471,261.0,Samantha Compton,ADM,INGLÊS,TURMA FIXA,C1,2,12/12/2022,04/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",78.65%,"0,00%",0.00%,"0,00%",0.00%,60.0,755.0,815.0,,andrewreyes@example.com
472,266.0,Ian Velazquez,ADM,INGLÊS,TURMA FIXA,C1,2,14/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",60.99%,"0,00%",0.00%,123.0,620.0,743.0,,maria58@example.org
473,270.0,Ariana Hanson,ADM,FRANCÊS,TURMA FLEXÍVEL,A1,2,13/12/2022,01/04/2023,"43,00%",0.00%,"5,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,273.0,0.0,273.0,,eramirez@example.org
474,273.0,Natalie Smith,TEC,INGLÊS,TURMA FIXA,B2,2,13/12/2022,11/04/2023,"9,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"9,00%",15.50%,"0,00%",0.00%,"0,00%",0.00%,77.0,148.0,225.0,,zramirez@example.net
475,283.0,Emily Roth,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,2,13/12/2022,12/04/2023,"57,00%",0.00%,"0,00%",5.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,191.0,55.0,246.0,,michael12@example.com
476,349.0,Thomas Cruz,ADM,INGLÊS,TURMA FIXA,A1,3,31/03/2023,31/03/2023,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,26.0,0.0,26.0,,stevengonzalez@example.org
477,373.0,Jennifer Davis,TEC,INGLÊS,AULA PARTICULAR,B1,3,09/02/2023,24/04/2023,"34,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",34.96%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,84.0,335.0,419.0,,ashleycampbell@example.com
478,285.0,Melissa Tran,ADM,INGLÊS,TURMA FLEXÍVEL,A1,2,13/12/2022,25/04/2023,"100,00%",0.00%,"7,00%",3.15%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,877.0,30.0,907.0,,nicole30@example.net
479,,Tina Vega,-,FRANCÊS,TURMA FLEXÍVEL,A1,2,Nunca acessou,,,,,,,,,,,,,,,,,,,,jennifervasquez@example.com
480,294.0,Megan Thomas,ADM,INGLÊS,TURMA FIXA,C1,2,13/12/2022,04/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",69.21%,"0,00%",0.00%,0.0,664.0,664.0,,austin45@example.com
481,298.0,Kathleen Richardson,ADM,INGLÊS,TURMA FIXA,C1,2,10/01/2023,14/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",50.31%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,10.0,483.0,493.0,,washingtonpatricia@example.org
482,394.0,Tammy Crawford,ADM,INGLÊS,TURMA FLEXÍVEL,B1,3,13/02/2023,22/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,75.0,0.0,75.0,,harveyjoanne@example.net
483,301.0,Aaron Roberson,TEC,INGLÊS,TURMA FIXA,B2,2,03/01/2023,14/03/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",11.76%,"0,00%",0.00%,"0,00%",0.00%,0.0,112.0,112.0,,freybarry@example.org
484,368.0,David Ortiz,ADM,INGLÊS,TURMA FIXA,A1,3,09/02/2023,19/04/2023,"3,00%",0.00%,"9,00%",75.92%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,159.0,728.0,887.0,,scott50@example.org
485,303.0,Jamie Marquez,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,2,14/12/2022,29/03/2023,"0,00%",0.00%,"0,00%",11.18%,"10,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,259.0,107.0,366.0,,collinskeith@example.net
486,307.0,Jill Jones,TEC,INGLÊS,TURMA FIXA,B1,2,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,thomasmarisa@example.net
487,311.0,Catherine Harmon,ADM,INGLÊS,TURMA FLEXÍVEL,B2,2,13/12/2022,19/04/2023,"44,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",8.54%,"0,00%",0.00%,"0,00%",0.00%,299.0,82.0,381.0,,travishicks@example.org
488,313.0,Angela Ray,ADM,INGLÊS,TURMA FIXA,C1,2,18/01/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"4,00%",0.00%,"0,00%",0.00%,"0,00%",19.02%,"0,00%",0.00%,174.0,488.0,662.0,,richardsonmichael@example.net
489,378.0,Eduardo Collins,ADM,INGLÊS,TURMA FIXA,B2,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",69.60%,"0,00%",0.00%,"0,00%",0.00%,4.0,721.0,725.0,,christopherchavez@example.com
490,367.0,John Scott,ADM,INGLÊS,TURMA FIXA,B1,3,14/02/2023,18/04/2023,"0,00%",0.00%,"7,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,137.0,0.0,137.0,,rachelwhite@example.org
491,351.0,David Jackson,ADM,INGLÊS,TURMA FLEXÍVEL,A1,3,14/02/2023,25/04/2023,"34,00%",0.00%,"17,00%",61.83%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,324.0,615.0,939.0,,williamtaylor@example.com
492,381.0,Brian Thomas,TEC,INGLÊS,TURMA FIXA,A2,3,10/02/2023,18/04/2023,"0,00%",0.00%,"10,00%",0.00%,"2,00%",38.29%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,217.0,367.0,584.0,,derekharris@example.com
493,323.0,Steven Mccarthy,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,13/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"22,00%",34.39%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,359.0,330.0,689.0,,timothymartin@example.org
494,359.0,Mary Mendoza,ADM,INGLÊS,TURMA FLEXÍVEL,A2,3,14/02/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"2,00%",7.53%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,102.0,72.0,174.0,,orrjared@example.org
495,327.0,Jacob Dixon,ADM,INGLÊS,TURMA FIXA,B1,2,09/02/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",70.16%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,673.0,673.0,,wperry@example.com
496,331.0,Timothy Sanders,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,17/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"21,00%",40.76%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,257.0,391.0,648.0,,kayla56@example.com
497,374.0,Mike Lopez,ADM,INGLÊS,TURMA FLEXÍVEL,B1,3,13/02/2023,25/04/2023,"0,00%",0.00%,"12,00%",0.00%,"23,00%",2.85%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,502.0,27.0,529.0,,baileybrooke@example.com
498,385.0,Maria Tran,TEC,INGLÊS,TURMA FLEXÍVEL,B1,3,09/02/2023,11/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,287.0,0.0,287.0,,ohoover@example.com
499,398.0,Emily Humphrey,TEC,INGLÊS,TURMA FLEXÍVEL,C1,3,13/02/2023,11/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"7,00%",5.60%,"0,00%",0.00%,107.0,53.0,160.0,,schmittwilliam@example.com
500,388.0,Dawn Carroll,ADM,INGLÊS,TURMA FIXA,B2,3,10/02/2023,17/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,1.0,0.0,1.0,,evansandrew@example.net
501,339.0,Michael Melendez,ADM,INGLÊS,TURMA FIXA,A2,2,21/12/2022,12/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",80.58%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,773.0,775.0,,henry91@example.com
502,,Ronald Taylor,-,INGLÊS,TURMA FLEXÍVEL,A1,2,10/01/2023,09/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,,zvaldez@example.org
503,400.0,Steven Tran,ADM,INGLÊS,AULA PARTICULAR,B1,3,15/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"8,00%",56.03%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,176.0,599.0,775.0,,leerachel@example.com
504,340.0,Jillian Peterson,ADM,INGLÊS,TURMA FLEXÍVEL,B2,2,14/12/2022,27/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",33.06%,"0,00%",0.00%,"0,00%",0.00%,85.0,317.0,402.0,,stacymurphy@example.org
505,343.0,Sherry Thomas,ADM,FRANCÊS,TURMA FLEXÍVEL,A1,2,05/01/2023,13/04/2023,"2,00%",28.05%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,269.0,275.0,,mooreelizabeth@example.net
506,379.0,John Harris,TEC,INGLÊS,TURMA FIXA,B1,3,09/02/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"22,00%",31.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,449.0,298.0,747.0,,moorejody@example.net
